room_type,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,price
1,5,1,1,0,150
1,2,5,1,0,140
1,4,59,1,71,195
1,3,22,1,58,96
1,4,0,1,0,130
0,1,6,2,0,60
1,2,0,1,0,300
1,3,39,1,0,110
1,1,78,1,0,130
0,7,0,1,0,29
0,2,13,3,162,44
0,3,10,3,361,100
1,4,0,2,0,150
1,2,1,1,0,250
1,2,45,1,14,139
1,3,3,1,0,86
1,2,60,1,305,218
0,7,1,1,0,69
0,3,20,1,44,55
0,1,0,1,0,150
0,1,1,1,0,69
1,2,4,1,0,120
1,1,0,1,0,210
0,4,21,1,52,125
1,4,2,1,191,350
0,14,0,1,342,40
0,10,0,2,89,150
0,1,7,2,0,70
1,5,0,1,4,150
0,1,1,1,0,70
1,3,8,2,0,245
1,3,0,2,0,199
0,3,21,2,1,65
0,2,13,1,0,50
0,4,14,2,0,39
1,2,8,1,24,275
1,3,8,1,0,88
0,7,5,1,3,60
0,3,0,3,170,80
1,7,16,1,135,250
1,3,1,1,0,180
0,1,59,1,333,85
1,3,3,1,330,225
1,3,3,1,311,385
0,2,10,1,0,100
0,2,13,1,0,83
1,3,74,1,348,316
0,1,5,3,59,35
1,2,1,2,325,125
1,1,9,1,0,162
0,1,1,1,0,66
1,2,77,1,274,70
1,2,3,1,88,225
1,4,3,1,0,200
0,1,0,1,163,41
0,1,46,3,16,90
0,1,8,1,192,36
1,3,4,1,0,75
0,1,73,1,0,29
1,3,12,1,0,250
0,1,0,1,365,199
1,9,2,1,0,295
0,2,12,1,57,90
0,2,88,1,93,105
1,5,5,1,101,188
1,7,0,1,42,100
1,2,3,1,0,145
1,5,1,1,8,175
2,1,0,1,0,40
1,1,0,1,0,120
1,4,3,1,365,355
1,2,24,1,23,650
1,3,2,1,0,133
1,3,33,1,73,120
1,3,11,1,6,120
1,1,89,1,0,175
0,1,46,1,72,94
0,2,12,1,356,80
0,3,45,2,146,70
0,2,85,1,211,100
1,5,3,1,0,139
0,1,0,1,123,80
0,2,0,1,0,36
0,2,77,2,259,111
0,7,2,1,0,70
1,4,3,3,127,200
1,7,0,1,12,650
0,5,3,4,153,129
0,2,3,2,0,72
1,2,16,1,16,350
0,1,9,2,54,95
0,1,13,2,365,52
0,3,3,1,179,45
1,3,31,1,224,149
1,1,2,1,42,89
0,1,1,1,0,60
0,1,0,1,0,50
0,5,57,3,104,52
1,1,51,1,67,195
1,1,83,1,344,225
0,1,2,1,364,65
1,5,0,1,0,250
1,3,21,1,365,500
1,2,23,1,20,65
1,2,16,1,364,175
0,5,1,2,48,59
0,7,5,1,56,49
0,5,51,1,201,118
0,7,0,1,365,35
1,2,31,1,163,515
2,10,1,1,179,96
1,1,59,1,262,125
1,1,1,2,188,215
1,2,21,2,222,260
0,10,2,3,31,105
1,4,41,1,10,499
0,15,14,1,15,36
1,2,31,2,62,125
0,1,1,1,0,85
1,1,0,1,0,180
1,3,2,1,0,140
0,1,8,1,0,89
0,1,2,2,0,55
1,5,0,1,0,275
1,4,4,1,0,195
1,2,30,1,345,169
0,2,80,1,296,135
0,7,1,1,179,150
1,4,2,1,161,300
1,2,48,1,0,150
0,1,14,2,0,85
0,10,1,1,0,115
0,2,0,1,0,100
1,3,38,1,122,175
1,2,0,1,0,200
2,1,0,1,0,70
2,1,11,3,53,35
1,1,0,1,361,332
0,3,1,1,0,60
0,1,1,4,128,48
0,3,4,1,26,119
0,2,3,3,105,175
1,2,43,1,0,217
1,3,0,1,0,175
1,7,7,1,0,240
1,7,1,1,124,90
1,3,1,1,95,125
1,2,19,3,28,149
1,2,1,1,0,120
1,1,0,1,0,225
1,3,41,2,147,250
0,2,2,2,8,50
1,3,4,1,326,99
1,2,10,1,0,115
0,1,0,1,0,40
0,1,1,2,44,100
1,6,45,1,188,219
0,3,1,2,20,94
0,2,35,2,28,140
0,1,23,1,54,45
0,5,2,1,12,112
0,1,2,1,0,46
1,1,64,2,113,70
1,2,3,1,163,75
1,1,1,1,2,190
0,1,1,1,1,100
0,1,3,3,130,60
0,7,0,1,0,35
0,1,2,1,0,80
1,2,9,1,0,149
0,1,2,4,0,54
1,3,0,1,62,250
1,3,4,1,0,95
1,5,4,1,0,90
0,6,10,1,363,5000
0,2,96,1,36,69
2,2,0,2,49,55
0,3,19,2,211,49
0,1,1,1,0,180
1,2,13,3,303,180
1,3,89,1,0,100
0,3,39,2,263,40
0,1,0,1,0,65
0,3,89,1,324,175
1,6,29,1,55,175
0,1,75,2,0,76
0,1,2,1,0,50
0,3,1,2,0,45
0,1,2,3,281,79
0,1,9,2,0,40
1,11,2,1,15,150
0,1,10,1,327,98
1,1,0,1,0,250
1,7,0,1,32,250
0,2,1,1,0,40
0,2,49,1,365,100
1,1,0,1,0,299
1,4,3,1,0,180
1,1,68,1,74,150
1,6,0,1,73,275
1,3,5,3,311,95
1,7,7,2,0,53
1,1,50,1,77,295
0,1,0,1,0,50
1,14,4,1,221,110
0,4,1,1,0,100
1,5,0,1,214,180
1,3,1,1,158,180
0,1,13,2,23,84
0,3,27,3,114,130
0,1,1,2,0,90
1,1,0,1,0,185
1,2,16,1,0,135
0,7,5,3,3,59
1,3,16,1,41,250
1,7,0,1,9,150
0,1,0,1,2,95
1,3,11,1,89,130
0,1,3,2,82,207
1,1,1,1,0,120
1,3,15,1,0,110
1,1,18,2,141,99
0,1,6,1,336,149
0,1,4,1,240,63
0,4,9,1,0,39
1,2,39,1,190,85
1,2,36,1,191,170
0,3,0,1,0,95
1,2,0,1,0,175
0,1,35,2,17,100
0,2,11,2,11,35
1,1,2,1,0,88
0,1,33,1,36,40
1,7,0,1,0,250
0,14,35,1,283,65
0,3,70,1,256,53
1,2,1,1,0,52
1,1,1,1,180,169
1,2,93,1,201,245
0,2,0,1,0,65
0,1,2,1,0,200
1,3,2,1,0,180
0,1,33,2,12,100
1,4,8,4,0,90
1,4,0,1,13,250
0,1,20,2,6,90
1,7,0,1,0,800
0,4,3,1,365,50
2,7,0,1,39,300
0,3,9,2,0,44
1,1,1,1,0,179
0,2,7,1,0,55
0,5,5,2,90,70
0,3,10,2,0,95
0,3,30,1,48,37
1,1,5,1,0,152
0,1,14,1,355,135
0,1,54,2,113,48
1,2,0,1,0,429
0,7,11,3,88,45
1,3,1,1,90,300
1,3,0,1,0,225
1,2,17,2,244,150
0,1,0,1,365,85
1,3,9,1,0,95
1,3,3,1,0,133
1,2,0,1,365,300
0,1,1,1,157,55
0,2,8,3,50,45
1,2,26,1,145,99
1,2,24,1,55,125
1,2,86,1,115,80
1,3,73,1,131,95
1,4,10,1,326,1000
0,4,1,1,0,50
0,1,0,1,0,65
1,3,5,1,0,175
1,5,2,1,78,200
0,5,5,1,0,160
0,1,0,2,0,65
0,1,71,1,55,105
0,1,10,2,365,55
0,5,5,1,0,50
1,3,0,3,0,350
2,3,7,1,0,53
0,1,1,3,175,40
1,2,14,1,212,260
1,4,18,1,30,140
1,3,2,2,0,120
1,1,54,1,365,105
0,2,0,2,0,50
1,1,14,1,138,99
1,5,3,1,0,125
1,7,2,1,15,119
1,10,3,1,178,200
1,2,1,1,0,85
1,2,19,1,0,200
0,1,0,1,0,70
0,4,0,1,0,70
0,4,0,1,38,75
1,3,10,1,0,139
0,1,10,2,365,73
1,2,95,1,117,130
1,3,11,1,2,150
0,1,2,3,125,75
1,2,26,1,0,140
1,4,30,1,45,219
1,2,47,2,345,97
0,5,6,1,0,55
1,3,1,4,4,200
0,1,0,1,0,200
0,6,0,1,313,48
0,3,0,2,150,99
0,3,59,2,119,59
0,1,0,3,177,95
1,1,32,1,77,99
1,1,0,1,0,220
0,2,2,1,0,70
0,5,2,2,342,105
0,1,0,1,289,80
0,2,0,2,0,120
0,1,9,1,0,150
0,1,3,1,0,60
0,2,43,1,88,117
1,2,23,1,0,200
0,1,1,1,157,110
0,1,0,2,39,100
1,2,2,1,0,120
1,1,0,1,0,249
0,1,2,1,180,250
0,2,1,1,10,55
0,1,54,1,45,100
1,1,9,1,0,95
1,6,10,1,0,67
0,5,29,1,314,55
1,4,0,1,0,300
2,1,11,1,11,35
1,3,4,1,0,350
0,1,37,3,0,120
2,2,13,1,0,350
1,2,54,1,283,90
1,2,1,1,0,200
0,1,20,1,244,50
0,1,0,1,83,180
0,3,0,1,3,380
0,1,1,1,34,30
1,4,8,1,38,520
0,3,20,1,27,30
1,2,1,1,0,200
0,2,50,1,3,45
1,14,0,1,25,151
1,3,6,3,100,350
0,2,0,1,0,100
1,2,83,1,105,160
0,3,33,2,38,250
0,1,29,3,193,80
1,1,0,1,0,300
0,1,12,3,86,90
1,5,0,1,188,130
1,1,0,1,148,190
1,1,1,1,1,120
1,2,0,1,0,200
0,1,2,1,0,75
1,1,22,3,126,95
0,7,0,1,0,100
1,5,3,2,231,120
1,3,10,1,9,390
0,7,0,1,180,90
0,1,2,4,365,250
1,3,1,1,0,80
1,2,1,1,0,149
1,2,0,1,207,125
1,2,32,1,7,159
1,2,3,2,364,112
1,5,1,1,0,150
0,1,0,1,0,200
0,1,1,1,0,200
1,1,29,2,162,199
1,10,0,1,27,115
1,1,10,1,328,398
0,1,4,2,250,40
1,5,4,2,95,200
1,4,24,1,127,275
0,1,1,1,0,49
1,2,3,1,34,150
1,3,88,2,47,99
1,1,0,1,0,500
0,2,2,1,0,60
1,2,6,1,0,100
1,1,4,1,0,152
0,2,91,4,228,57
0,3,1,1,0,75
0,2,5,2,12,63
1,1,59,2,36,79
1,2,43,1,0,140
0,1,17,1,0,50
1,1,86,1,22,199
1,3,3,1,0,175
0,1,0,1,0,36
0,1,5,1,0,35
0,3,6,1,38,50
1,3,19,1,0,95
1,3,0,2,0,125
1,3,8,1,163,150
0,2,7,1,0,40
1,3,1,1,16,200
0,2,4,1,0,50
1,1,52,1,74,200
1,3,35,1,0,85
1,3,7,2,190,168
1,2,2,2,0,300
1,4,89,2,282,115
0,2,0,1,364,125
1,7,0,1,0,55
0,1,44,2,305,150
1,4,5,1,66,149
0,1,14,4,0,87
1,3,0,1,358,900
0,7,0,1,0,85
0,1,34,1,12,80
0,1,37,1,310,125
1,2,50,1,181,180
1,2,3,1,188,250
1,2,15,2,3,300
0,4,4,1,0,50
1,7,10,1,0,100
0,1,1,1,1,97
1,2,0,1,0,100
0,3,1,1,180,500
0,1,44,3,365,85
0,3,1,4,0,41
0,3,1,2,65,138
1,5,23,1,3,360
0,12,24,1,64,90
1,6,17,1,0,150
2,1,21,2,260,21
0,2,1,1,0,70
0,2,24,1,5,45
0,1,0,1,0,59
1,7,31,2,0,140
1,3,31,1,0,83
0,4,0,1,0,80
0,4,4,1,143,350
1,3,3,1,0,100
0,1,9,1,172,115
1,5,3,1,5,162
0,3,0,1,18,80
1,1,1,1,81,199
0,1,18,1,278,65
1,2,0,1,95,300
0,1,0,1,0,30
0,3,0,1,0,100
1,2,83,1,346,120
1,3,8,2,350,149
1,5,2,1,0,120
1,3,50,1,1,175
0,1,0,1,0,60
1,2,3,3,175,400
0,1,2,3,217,90
1,3,7,1,307,400
1,2,0,1,25,110
0,1,11,1,124,100
1,4,9,1,0,85
1,1,0,1,60,180
1,14,26,1,147,375
0,1,1,1,0,55
0,2,11,4,4,70
0,2,17,2,21,65
0,1,15,1,0,60
0,1,0,1,0,50
1,2,54,1,267,99
1,3,2,1,0,79
0,2,0,4,180,160
0,2,29,2,167,90
1,4,4,1,0,300
0,2,0,1,90,80
0,1,12,1,150,45
1,3,1,1,94,75
0,2,75,1,332,60
0,3,3,2,83,57
0,2,27,3,346,55
1,4,12,1,0,140
0,2,27,3,351,55
1,5,79,2,307,120
1,7,7,1,0,160
1,7,10,1,24,190
1,3,4,1,0,175
0,3,1,1,3,145
0,1,51,1,66,45
1,7,6,1,0,450
1,4,5,1,325,330
0,2,0,1,0,45
0,1,53,3,249,50
1,2,2,1,0,119
1,1,3,1,0,120
1,1,6,1,358,225
0,1,5,1,90,101
0,3,9,4,25,58
1,3,2,1,235,217
1,1,2,1,0,110
0,3,66,2,0,100
0,1,21,4,331,67
0,1,0,4,253,180
0,1,41,1,170,195
0,1,47,1,21,62
1,5,7,1,0,100
0,4,4,4,37,40
0,10,1,2,0,31
1,7,1,1,23,200
1,1,3,1,0,120
0,1,4,1,0,150
1,3,20,1,2,90
0,2,15,3,13,89
1,4,6,1,0,200
0,1,42,4,207,38
0,1,0,1,0,90
0,1,1,1,0,88
1,2,1,3,318,295
0,5,0,1,0,45
1,2,34,2,120,90
0,1,38,2,218,42
1,3,4,1,0,99
0,2,13,1,0,75
1,1,16,1,0,125
1,1,31,1,188,125
1,3,51,4,327,115
0,3,3,1,342,65
1,9,0,1,0,130
0,1,0,1,0,65
0,2,1,3,0,103
0,1,1,1,0,48
1,4,0,1,0,125
1,2,12,1,17,100
0,7,0,2,0,75
1,2,57,2,53,95
1,3,82,1,0,153
1,2,14,1,87,300
0,4,12,2,72,150
0,1,37,1,0,100
1,2,5,1,0,350
1,2,18,1,0,80
1,5,0,1,0,200
1,3,1,2,0,190
1,1,3,1,0,120
0,1,8,4,0,105
1,2,5,1,158,175
0,3,44,1,80,130
0,2,9,2,0,149
1,2,0,1,0,150
1,1,3,1,0,200
1,5,0,1,160,120
0,1,2,1,0,103
0,2,41,1,353,65
0,2,0,1,363,120
0,7,2,2,0,55
0,2,4,4,180,95
1,1,11,1,3,90
1,2,8,1,0,112
0,10,0,1,0,45
0,4,0,2,0,55
0,3,16,1,0,50
0,1,9,2,173,85
1,5,79,2,154,439
1,2,2,1,0,199
1,3,38,2,5,120
0,1,3,1,0,90
0,15,0,1,0,30
0,5,1,1,89,78
1,12,13,1,34,172
0,1,1,1,0,55
1,2,3,1,310,175
0,3,33,3,320,45
1,2,8,1,0,74
0,5,1,1,0,62
1,1,0,1,0,250
0,2,38,1,98,50
0,2,4,1,0,45
0,1,13,4,167,52
0,2,26,2,21,75
1,1,1,1,0,175
0,1,91,1,90,69
1,1,10,3,365,1000
0,3,22,1,0,250
0,1,51,2,169,100
1,2,1,1,0,199
0,2,2,4,349,75
1,5,0,1,103,200
0,3,16,1,0,135
1,7,0,1,0,119
0,3,0,1,89,100
1,1,2,1,316,200
1,4,2,1,0,200
0,1,0,1,0,60
1,2,7,1,0,150
1,5,1,1,0,229
0,1,7,1,0,45
0,1,0,1,0,50
0,5,4,1,0,69
1,1,23,1,0,387
1,2,73,2,171,133
2,1,19,2,341,40
0,1,7,2,48,81
0,1,30,1,297,70
1,2,19,1,102,165
1,1,39,1,4,94
1,1,12,1,0,135
0,3,1,1,0,60
0,2,28,4,178,59
0,1,57,3,39,39
0,1,0,2,177,120
1,3,17,1,31,153
1,3,37,1,2,200
1,1,24,1,27,150
1,2,4,1,0,162
1,2,18,2,63,170
1,2,6,2,321,200
0,6,0,1,0,100
0,2,15,2,292,65
1,5,1,1,0,175
0,1,52,2,82,65
0,3,68,2,361,65
1,7,4,1,127,150
0,7,0,1,0,65
1,7,5,1,0,129
0,6,0,1,364,80
1,7,3,3,324,100
0,2,0,1,0,45
0,1,2,2,31,105
1,2,32,1,26,185
1,2,14,2,0,85
1,2,2,1,11,300
0,2,0,1,0,80
1,3,0,1,341,168
0,5,20,1,0,95
0,2,10,1,1,85
0,3,6,1,4,45
1,2,2,1,95,100
1,3,6,1,0,150
0,2,77,2,365,80
0,1,5,1,0,55
0,1,6,1,0,99
1,1,2,1,130,185
0,3,76,1,25,71
1,1,0,1,349,235
1,3,0,1,334,150
1,3,5,1,0,225
1,6,0,1,252,140
0,1,1,2,0,59
0,2,3,2,0,158
1,3,38,1,72,349
0,10,0,1,2,60
0,2,7,1,20,150
0,3,0,1,96,600
0,1,15,1,329,80
0,5,59,4,250,35
0,1,1,1,357,110
1,4,8,1,0,160
0,5,2,2,178,42
1,10,11,1,0,170
0,7,2,1,0,70
0,4,4,1,88,37
0,7,18,1,45,100
1,3,0,1,364,300
0,1,8,1,0,40
1,3,1,1,0,100
1,2,9,1,11,225
1,3,0,1,0,190
0,2,97,2,80,45
1,1,1,1,0,70
0,1,1,1,0,60
1,2,49,1,2,125
0,3,3,1,82,90
1,2,80,1,28,82
0,2,70,1,90,200
0,2,0,1,0,300
1,2,29,1,1,94
0,2,9,1,4,50
0,7,2,3,0,65
0,1,0,1,0,150
0,1,15,4,52,75
0,3,6,4,20,70
1,2,30,1,73,175
1,5,4,1,166,647
1,4,67,1,74,165
0,1,12,1,179,95
0,1,0,1,259,71
1,1,3,3,312,150
1,2,3,1,19,328
1,1,63,1,216,269
2,3,8,2,0,30
1,2,6,1,0,225
0,3,0,1,173,125
0,1,7,3,364,40
0,1,0,1,0,50
1,5,4,1,0,80
1,2,10,2,351,400
0,14,7,3,0,69
0,2,2,2,90,30
0,2,64,3,116,80
1,3,5,1,3,235
1,3,2,1,0,70
1,7,0,1,178,1000
0,3,30,3,344,39
0,1,92,4,80,42
0,2,8,1,10,40
1,2,4,2,0,228
1,3,4,1,23,290
0,2,10,1,27,59
1,3,38,1,135,225
1,1,0,1,116,125
1,3,0,1,62,145
0,7,2,1,0,30
0,1,12,1,0,51
0,2,0,1,10,85
1,2,4,1,0,50
0,3,52,1,0,90
1,1,19,1,121,240
1,3,9,1,19,299
1,2,24,1,0,110
0,2,0,1,0,68
0,1,20,2,0,200
0,4,30,1,139,65
1,1,13,3,90,121
0,1,17,1,354,45
1,2,49,1,60,180
2,2,14,2,0,40
1,4,17,1,5,250
0,3,87,1,44,78
1,7,3,3,0,90
1,5,8,2,0,120
0,5,26,1,0,59
1,2,4,1,0,140
0,2,15,2,0,50
0,2,2,2,0,150
1,4,43,1,275,170
0,2,4,1,0,150
1,5,52,1,271,240
1,1,30,1,85,115
1,3,62,2,280,170
0,2,35,1,20,290
1,2,4,1,345,259
0,1,0,1,0,250
1,2,3,2,0,250
1,1,0,1,0,110
1,4,0,1,0,110
1,2,3,1,0,130
0,2,14,4,320,79
1,1,49,4,160,460
0,3,30,3,0,29
1,4,45,1,134,95
0,5,4,1,0,64
0,1,23,1,356,50
0,4,8,1,0,70
2,1,15,4,365,26
0,5,1,1,35,85
1,6,0,2,0,225
1,4,55,2,237,399
1,2,2,1,0,225
0,3,42,3,172,80
0,2,55,4,281,50
1,3,0,1,0,300
0,2,1,1,0,125
0,3,3,1,0,62
1,4,0,1,9,107
1,1,68,1,5,100
1,2,1,1,25,150
0,1,0,1,0,65
1,3,5,1,0,110
1,5,0,1,0,500
1,3,0,1,37,800
0,1,0,1,0,46
0,3,5,2,0,65
1,1,5,1,0,70
0,3,0,1,0,40
1,3,9,1,68,135
0,2,17,1,14,45
0,1,3,1,0,40
1,4,0,1,0,69
0,2,8,1,0,74
0,2,3,4,158,30
0,2,1,1,0,190
1,2,5,2,7,200
1,5,11,2,0,200
1,1,42,1,57,69
0,1,1,2,350,199
1,3,2,1,14,150
0,1,6,1,0,50
1,3,81,1,282,150
0,12,0,1,0,45
0,2,19,1,0,75
0,2,21,1,0,120
1,2,27,1,328,105
1,6,0,1,0,300
0,1,0,1,0,70
1,2,1,1,0,130
1,3,2,1,0,140
1,4,3,1,0,199
0,7,0,1,0,40
1,1,3,1,43,375
0,1,8,1,31,84
1,3,22,1,16,120
0,1,36,1,59,47
2,1,1,1,365,85
1,4,4,1,0,250
1,3,10,1,0,110
1,2,74,1,52,85
1,3,22,1,0,200
1,2,21,1,120,230
0,3,8,1,3,60
1,7,6,1,0,100
0,2,15,2,326,100
1,4,42,1,91,130
0,1,1,1,0,75
0,1,23,3,217,45
1,2,93,2,293,220
1,1,32,1,0,210
0,9,2,1,0,70
0,1,16,3,9,120
1,2,1,1,226,600
0,1,0,1,0,75
0,1,16,1,0,110
1,2,21,1,191,150
0,1,3,1,163,70
0,2,28,1,3,48
0,1,3,1,0,50
1,7,0,1,16,190
1,4,46,1,194,495
1,4,0,1,23,180
1,4,23,1,31,119
1,4,6,1,0,325
1,7,0,2,9,90
1,1,0,1,0,235
1,10,11,1,0,175
0,1,53,1,0,80
1,2,3,1,120,99
1,2,0,1,25,129
1,2,1,1,0,90
0,2,4,1,321,70
0,4,0,1,46,150
0,4,1,1,0,95
0,2,5,1,72,75
1,2,76,1,12,190
0,14,26,1,285,105
1,3,3,1,0,135
1,4,1,1,0,149
1,1,57,1,86,100
0,2,18,1,55,80
1,4,1,1,0,150
0,1,49,3,105,53
1,2,2,1,161,399
1,5,4,1,193,359
0,1,2,2,53,59
1,2,9,1,0,200
0,2,1,3,0,90
1,3,16,1,123,125
1,1,27,1,365,135
1,4,64,3,57,180
0,1,3,1,0,45
0,5,4,1,0,67
1,1,4,1,0,150
1,4,16,1,66,1000
1,4,42,1,9,85
1,2,2,1,0,275
0,12,43,1,49,78
1,2,31,1,54,700
0,3,1,4,31,65
0,1,35,1,43,28
1,5,1,1,0,99
0,2,7,1,11,75
0,2,14,3,365,70
0,4,17,2,307,57
1,3,15,1,10,135
0,1,3,1,0,175
1,4,2,1,0,200
1,2,1,1,177,545
1,5,1,1,0,100
1,5,21,1,0,175
0,5,5,2,198,79
1,2,1,1,0,200
1,2,11,1,242,210
0,4,1,1,0,100
0,15,0,1,0,40
0,5,70,3,236,42
1,2,3,1,0,250
1,1,48,2,36,75
1,2,14,1,32,260
1,2,6,1,66,162
1,2,21,3,3,150
1,1,7,1,239,120
1,3,13,2,141,140
0,1,1,1,0,50
0,1,8,1,172,82
0,3,0,1,365,99
0,3,0,1,0,500
0,1,15,1,0,99
0,1,46,1,46,55
0,2,1,3,181,80
1,3,1,1,180,250
1,2,6,1,151,200
0,2,44,3,133,175
0,5,1,1,0,80
0,2,0,2,92,70
1,4,1,1,0,100
1,2,17,1,9,130
0,1,20,1,313,200
1,3,0,1,273,165
0,2,20,2,117,50
0,12,4,1,0,50
1,2,38,1,49,225
1,2,78,2,347,449
1,3,13,1,0,200
0,1,1,1,0,70
1,5,8,1,9,199
1,1,28,1,0,116
1,3,1,1,0,125
1,3,6,1,0,125
1,3,4,1,9,175
1,3,32,1,10,165
0,2,10,2,127,89
0,5,12,3,320,45
0,1,1,1,0,100
0,4,3,1,69,70
1,2,7,1,80,595
1,2,13,1,0,124
0,3,6,2,3,100
1,3,0,1,0,210
1,3,2,1,0,100
0,5,0,1,0,85
1,2,1,1,0,230
1,7,2,1,0,275
1,3,3,2,0,500
0,2,32,2,236,40
1,4,4,1,14,160
1,13,1,1,0,208
1,3,0,1,0,400
0,3,12,1,0,151
1,1,42,1,348,83
0,1,3,1,0,65
1,2,3,1,43,185
1,1,5,1,3,140
1,2,57,1,1,138
1,4,1,1,0,329
1,3,2,1,0,190
0,1,0,2,64,55
0,1,42,1,364,85
0,2,30,3,219,89
1,3,12,1,0,80
1,2,1,1,0,220
1,2,17,1,6,170
1,2,15,1,0,125
1,1,9,1,0,120
1,3,1,1,0,150
1,4,2,1,187,142
0,3,77,1,88,160
1,9,1,1,251,250
1,4,8,1,0,190
1,2,13,2,0,200
0,2,50,2,15,65
1,5,0,1,73,380
0,1,8,2,23,100
1,3,62,1,0,86
2,3,0,2,0,68
0,1,95,2,0,99
0,1,13,3,49,28
0,1,0,1,0,90
1,2,40,1,190,400
1,4,13,1,6,150
1,1,0,1,176,229
0,7,30,2,82,110
0,2,1,1,133,45
1,4,17,2,245,122
1,7,2,2,0,295
0,3,30,3,20,150
0,15,7,2,317,55
1,15,6,1,17,160
0,3,6,3,94,58
1,2,9,1,0,58
0,1,11,1,0,75
0,9,1,1,83,60
1,1,13,1,338,189
0,1,58,1,0,61
1,4,0,1,0,150
1,3,3,1,0,300
1,3,4,1,2,115
0,1,0,1,0,65
1,2,8,1,334,148
1,14,75,1,34,155
0,3,4,1,0,66
1,2,12,1,0,60
0,1,21,1,0,125
1,2,3,1,0,105
1,2,53,1,2,65
0,1,0,1,88,50
1,1,0,1,0,400
0,2,11,2,0,69
1,5,0,1,0,75
0,2,6,3,89,90
1,2,6,1,1,260
1,1,11,1,30,128
1,15,0,1,0,145
0,3,0,1,0,75
0,3,2,1,0,40
0,1,2,2,0,60
1,10,1,1,0,128
0,1,7,4,155,50
0,1,39,1,0,125
1,4,4,1,0,100
0,2,77,2,116,65
1,4,11,1,38,140
0,1,16,2,220,80
0,2,5,1,0,69
0,2,7,4,273,98
1,6,0,1,0,140
0,1,2,1,158,180
0,2,1,2,0,60
0,7,53,1,335,60
0,1,29,3,8,75
0,8,7,1,66,40
1,3,3,1,0,220
0,1,2,3,325,55
0,1,96,1,0,119
0,4,36,1,0,47
1,1,0,3,172,129
0,4,5,1,0,30
1,2,0,1,0,649
0,2,1,2,0,99
0,1,2,2,0,90
0,2,0,1,0,65
0,1,0,1,0,40
1,2,26,1,7,87
1,4,45,1,87,159
0,1,10,1,364,250
1,6,1,1,71,144
1,2,60,1,0,115
1,3,37,1,82,165
0,1,19,2,0,36
1,1,16,1,0,160
1,15,0,2,0,140
0,1,7,4,189,65
0,2,1,1,0,25
0,1,9,1,0,46
1,2,14,2,296,250
1,3,74,1,83,138
0,4,6,1,0,28
1,2,0,1,0,92
0,1,13,1,172,100
1,1,43,1,0,180
1,1,1,1,0,40
1,2,1,1,229,367
0,2,2,2,5,79
1,1,93,1,32,10
1,5,21,1,224,190
1,7,0,1,0,300
1,3,4,1,0,250
1,2,1,3,0,275
0,2,9,1,0,65
0,1,54,2,8,80
1,7,1,1,0,150
1,4,0,1,50,85
0,7,0,1,0,50
0,1,6,1,0,60
0,5,0,1,0,40
1,10,1,1,170,208
1,7,1,1,0,130
0,2,31,1,40,57
1,1,4,1,0,115
1,7,1,1,11,130
1,5,91,2,260,129
0,2,18,1,0,115
0,3,8,2,361,100
0,3,19,3,360,109
0,1,59,1,44,76
1,4,4,1,0,150
1,2,3,1,164,150
1,5,30,1,20,275
0,1,37,4,22,50
0,1,9,2,0,50
1,2,3,1,29,189
1,2,73,1,93,149
1,5,0,1,15,390
1,2,3,1,0,119
0,4,7,1,253,75
1,4,19,2,205,275
0,1,9,1,342,85
0,3,8,1,0,47
1,2,10,1,0,150
0,1,1,1,0,63
0,2,27,1,190,45
1,1,0,1,0,115
1,4,0,1,0,180
1,2,9,1,357,200
0,1,33,1,282,43
2,3,5,2,90,1800
1,2,15,2,90,99
1,2,43,1,0,99
0,1,2,1,0,55
0,5,20,2,104,95
1,2,50,1,40,100
0,1,6,4,0,79
1,1,35,1,37,181
0,5,1,1,0,90
0,3,16,1,0,52
0,2,11,1,338,43
1,3,13,1,0,145
1,3,1,1,2,250
1,5,4,1,0,130
1,1,7,1,3,225
1,2,32,1,0,100
0,1,1,2,0,125
1,7,0,1,0,259
0,3,55,4,329,55
1,2,21,1,9,170
0,3,2,1,0,100
0,3,65,2,335,75
0,4,23,1,8,64
0,2,25,1,0,75
0,2,6,1,20,65
1,1,0,1,0,850
0,3,1,2,0,49
0,1,4,1,0,70
1,2,23,1,0,140
1,3,76,1,9,210
0,7,6,1,62,60
1,4,60,1,4,220
1,1,0,1,0,180
1,2,1,1,0,200
0,1,48,1,171,61
1,3,2,1,0,68
0,1,11,1,0,65
1,2,7,1,49,327
0,1,24,2,91,100
0,1,29,1,362,55
1,2,6,1,225,249
0,4,11,2,168,48
1,4,22,1,123,150
1,2,33,1,7,250
0,7,1,2,0,60
0,1,0,1,0,50
0,2,1,1,90,86
1,1,7,1,0,180
1,5,12,1,137,120
1,2,0,1,109,215
1,3,18,1,96,125
1,2,3,1,0,250
0,2,7,1,37,70
1,3,8,1,318,350
1,5,3,1,15,110
0,1,0,1,88,60
0,10,1,4,31,99
2,10,0,1,341,45
1,1,81,1,202,99
1,2,21,1,304,335
0,2,25,2,318,67
0,3,4,1,0,80
0,2,2,1,5,78
0,1,0,1,0,45
1,2,3,1,10,250
1,1,26,1,0,100
1,2,67,3,329,149
0,3,2,1,0,31
0,4,39,1,338,60
0,3,5,1,0,120
0,6,1,1,0,80
